"","State","Year","Month","ILITotal","TotalPatients"
"1494","Maine",2015,3,346,20954
"1495","Maine",2015,4,261,22047
"1496","Maine",2015,5,211,26342
"1497","Maine",2015,6,152,20231
"1498","Maine",2015,7,120,18414
"1499","Maine",2015,8,124,22901
"1500","Maine",2015,9,113,16777
"1501","Maine",2015,10,266,27831
"1502","Maine",2015,11,218,20588
"1503","Maine",2015,12,188,19582
"1504","Maine",2016,1,238,24119
"1505","Maine",2016,2,185,19244
"1506","Maine",2016,3,272,20517
"1507","Maine",2016,4,396,26662
"1508","Maine",2016,5,174,20367
"1509","Maine",2016,6,114,18043
"1510","Maine",2016,7,119,21899
"1511","Maine",2016,8,87,17967
"1512","Maine",2016,9,133,18628
"1513","Maine",2016,10,209,26266
"1514","Maine",2016,11,151,20310
"1515","Maine",2016,12,175,22978
"1516","Maine",2017,1,160,19551
"1517","Maine",2017,2,233,18871
"1518","Maine",2017,3,353,20111
"1519","Maine",2017,4,350,22010
"1520","Maine",2017,5,103,15577
"1521","Maine",2017,6,88,13357
"1522","Maine",2017,7,85,16293
"1523","Maine",2017,8,51,13436
"1524","Maine",2017,9,84,16786
"1525","Maine",2017,10,99,15399
"1526","Maine",2017,11,97,14826
"1527","Maine",2017,12,167,17547
"1528","Maine",2018,1,147,16452
"1529","Maine",2018,2,281,19119
"1530","Maine",2018,3,173,21956
"1531","Maine",2018,4,92,17877
"1532","Maine",2018,5,37,16869
"1533","Maine",2018,6,10,19872
"1534","Maine",2018,7,6,13839
"1535","Maine",2018,8,10,16451
"1536","Maine",2018,9,6,13127
"1537","Maryland",2010,10,535,36998
"1538","Maryland",2010,11,559,35874
"1539","Maryland",2010,12,669,33894
"1540","Maryland",2011,1,1303,41128
"1541","Maryland",2011,2,1202,35696
"1542","Maryland",2011,3,664,34953
"1543","Maryland",2011,4,537,35145
"1544","Maryland",2011,5,287,27055
"1545","Maryland",2011,6,277,20615
"1546","Maryland",2011,7,313,21090
"1547","Maryland",2011,8,263,20813
"1548","Maryland",2011,9,256,17977
"1549","Maryland",2011,10,755,43440
"1550","Maryland",2011,11,630,33250
"1551","Maryland",2011,12,834,39612
"1552","Maryland",2012,1,709,35279
"1553","Maryland",2012,2,804,34884
"1554","Maryland",2012,3,1006,38542
"1555","Maryland",2012,4,529,36746
"1556","Maryland",2012,5,386,17658
"1557","Maryland",2012,6,210,5563
"1558","Maryland",2012,7,175,2646
"1559","Maryland",2012,8,182,2938
"1560","Maryland",2012,9,320,8135
"1561","Maryland",2012,10,417,44572
"1562","Maryland",2012,11,439,33727
"1563","Maryland",2012,12,1043,34617
"1564","Maryland",2013,1,1261,32735
"1565","Maryland",2013,2,843,37797
"1566","Maryland",2013,3,1050,38099
"1567","Maryland",2013,4,437,31198
"1568","Maryland",2013,5,289,17253
"1569","Maryland",2013,6,382,22997
"1570","Maryland",2013,7,207,25554
"1571","Maryland",2013,8,326,29214
"1572","Maryland",2013,9,289,16306
"1573","Maryland",2013,10,356,43223
"1574","Maryland",2013,11,514,58160
"1575","Maryland",2013,12,475,36369
"1576","Maryland",2014,1,846,38281
"1577","Maryland",2014,2,858,44574
"1578","Maryland",2014,3,605,54564
"1579","Maryland",2014,4,464,38597
"1580","Maryland",2014,5,362,40215
"1581","Maryland",2014,6,138,23361
"1582","Maryland",2014,7,113,15715
"1583","Maryland",2014,8,107,20694
"1584","Maryland",2014,9,162,11406
"1585","Maryland",2014,10,428,45150
"1586","Maryland",2014,11,645,54280
"1587","Maryland",2014,12,1277,44130
"1588","Maryland",2015,1,1650,54517
"1589","Maryland",2015,2,724,44315
"1590","Maryland",2015,3,513,45193
"1591","Maryland",2015,4,567,45055
"1592","Maryland",2015,5,549,46863
"1593","Maryland",2015,6,292,16815
"1594","Maryland",2015,7,301,17399
"1595","Maryland",2015,8,294,19924
"1596","Maryland",2015,9,281,18081
"1597","Maryland",2015,10,457,37899
"1598","Maryland",2015,11,505,29301
"1599","Maryland",2015,12,619,27144
"1600","Maryland",2016,1,905,32493
"1601","Maryland",2016,2,872,30326
"1602","Maryland",2016,3,909,35802
"1603","Maryland",2016,4,616,43006
"1604","Maryland",2016,5,383,32337
"1605","Maryland",2016,6,385,23237
"1606","Maryland",2016,7,298,26714
"1607","Maryland",2016,8,236,21935
"1608","Maryland",2016,9,278,22335
"1609","Maryland",2016,10,366,44360
"1610","Maryland",2016,11,403,35392
"1611","Maryland",2016,12,625,42510
"1612","Maryland",2017,1,813,34067
"1613","Maryland",2017,2,1857,38165
"1614","Maryland",2017,3,1295,36890
"1615","Maryland",2017,4,931,44741
"1616","Maryland",2017,5,292,29461
"1617","Maryland",2017,6,218,19371
"1618","Maryland",2017,7,214,18004
"1619","Maryland",2017,8,148,15565
"1620","Maryland",2017,9,283,24261
"1621","Maryland",2017,10,302,35334
"1622","Maryland",2017,11,412,30434
"1623","Maryland",2017,12,702,35309
"1624","Maryland",2018,1,1259,27387
"1625","Maryland",2018,2,1656,33236
"1626","Maryland",2018,3,877,38394
"1627","Maryland",2018,4,378,28472
"1628","Maryland",2018,5,263,25965
"1629","Maryland",2018,6,266,21433
"1630","Maryland",2018,7,129,17994
"1631","Maryland",2018,8,98,15059
"1632","Maryland",2018,9,110,15937
"1633","Massachusetts",2010,10,821,109267
"1634","Massachusetts",2010,11,846,103247
"1635","Massachusetts",2010,12,1116,105627
"1636","Massachusetts",2011,1,1875,121269
"1637","Massachusetts",2011,2,2618,106763
"1638","Massachusetts",2011,3,2022,111170
"1639","Massachusetts",2011,4,1760,135191
"1640","Massachusetts",2011,5,906,105707
"1641","Massachusetts",2011,6,851,96004
"1642","Massachusetts",2011,7,777,104605
"1643","Massachusetts",2011,8,602,94768
"1644","Massachusetts",2011,9,587,93417
"1645","Massachusetts",2011,10,1279,139254
"1646","Massachusetts",2011,11,1123,112931
"1647","Massachusetts",2011,12,1400,132744
"1648","Massachusetts",2012,1,1295,106675
"1649","Massachusetts",2012,2,1275,108512
"1650","Massachusetts",2012,3,1368,133799
"1651","Massachusetts",2012,4,1063,104163
"1652","Massachusetts",2012,5,789,102829
"1653","Massachusetts",2012,6,829,116909
"1654","Massachusetts",2012,7,630,86082
"1655","Massachusetts",2012,8,575,88405
"1656","Massachusetts",2012,9,808,119866
"1657","Massachusetts",2012,10,872,109898
"1658","Massachusetts",2012,11,806,99671
"1659","Massachusetts",2012,12,3141,137901
"1660","Massachusetts",2013,1,2838,109599
"1661","Massachusetts",2013,2,1908,104562
"1662","Massachusetts",2013,3,1887,134102
"1663","Massachusetts",2013,4,1410,105543
"1664","Massachusetts",2013,5,852,104546
"1665","Massachusetts",2013,6,719,117659
"1666","Massachusetts",2013,7,473,87586
"1667","Massachusetts",2013,8,550,114911
"1668","Massachusetts",2013,9,395,85127
"1669","Massachusetts",2013,10,885,123627
"1670","Massachusetts",2013,11,1223,145686
"1671","Massachusetts",2013,12,1315,104896
"1672","Massachusetts",2014,1,1714,102077
"1673","Massachusetts",2014,2,1822,108927
"1674","Massachusetts",2014,3,1898,141494
"1675","Massachusetts",2014,4,1780,108365
"1676","Massachusetts",2014,5,1211,132090
"1677","Massachusetts",2014,6,732,100494
"1678","Massachusetts",2014,7,582,89627
"1679","Massachusetts",2014,8,561,112586
"1680","Massachusetts",2014,9,557,92319
"1681","Massachusetts",2014,10,696,103303
"1682","Massachusetts",2014,11,1187,130514
"1683","Massachusetts",2014,12,1421,100342
"1684","Massachusetts",2015,1,3125,121376
"1685","Massachusetts",2015,2,1592,88450
"1686","Massachusetts",2015,3,1579,104678
"1687","Massachusetts",2015,4,1539,107557
"1688","Massachusetts",2015,5,1025,118962
"1689","Massachusetts",2015,6,635,83585
"1690","Massachusetts",2015,7,460,70135
"1691","Massachusetts",2015,8,537,89474
"1692","Massachusetts",2015,9,469,75001
"1693","Massachusetts",2015,10,715,111339
"1694","Massachusetts",2015,11,638,91111
"1695","Massachusetts",2015,12,798,89892
"1696","Massachusetts",2016,1,1307,107807
"1697","Massachusetts",2016,2,1417,90562
"1698","Massachusetts",2016,3,2000,94076
"1699","Massachusetts",2016,4,1678,113362
"1700","Massachusetts",2016,5,750,87316
"1701","Massachusetts",2016,6,456,72363
"1702","Massachusetts",2016,7,337,76531
"1703","Massachusetts",2016,8,306,75813
"1704","Massachusetts",2016,9,463,92074
"1705","Massachusetts",2016,10,844,142349
"1706","Massachusetts",2016,11,880,114323
"1707","Massachusetts",2016,12,1455,142331
"1708","Massachusetts",2017,1,1768,117486
"1709","Massachusetts",2017,2,2870,115986
"1710","Massachusetts",2017,3,1969,113835
"1711","Massachusetts",2017,4,2435,147643
"1712","Massachusetts",2017,5,808,109316
"1713","Massachusetts",2017,6,655,95538
"1714","Massachusetts",2017,7,371,81352
"1715","Massachusetts",2017,8,347,75762
"1716","Massachusetts",2017,9,474,95473
"1717","Massachusetts",2017,10,1098,130118
"1718","Massachusetts",2017,11,1706,134871
"1719","Massachusetts",2017,12,3213,169639
"1720","Massachusetts",2018,1,4086,132501
"1721","Massachusetts",2018,2,7579,146835
"1722","Massachusetts",2018,3,3699,163866
"1723","Massachusetts",2018,4,2322,137805
"1724","Massachusetts",2018,5,1460,134095
"1725","Massachusetts",2018,6,996,136483
"1726","Massachusetts",2018,7,791,111659
"1727","Massachusetts",2018,8,754,109594
"1728","Massachusetts",2018,9,998,101515
"1729","Michigan",2010,10,426,62773
"1730","Michigan",2010,11,478,60602
"1731","Michigan",2010,12,353,55520
"1732","Michigan",2011,1,707,68521
"1733","Michigan",2011,2,1417,62224
"1734","Michigan",2011,3,1109,60853
"1735","Michigan",2011,4,559,77236
"1736","Michigan",2011,5,311,50139
"1737","Michigan",2011,6,237,44855
"1738","Michigan",2011,7,203,45261
"1739","Michigan",2011,8,169,35405
"1740","Michigan",2011,9,241,42276
"1741","Michigan",2011,10,487,83250
"1742","Michigan",2011,11,400,63289
"1743","Michigan",2011,12,443,71327
"1744","Michigan",2012,1,403,59871
"1745","Michigan",2012,2,574,61064
"1746","Michigan",2012,3,894,74364
"1747","Michigan",2012,4,376,58033
"1748","Michigan",2012,5,329,43623
"1749","Michigan",2012,6,201,39927
"1750","Michigan",2012,7,178,30885
"1751","Michigan",2012,8,166,33370
"1752","Michigan",2012,9,240,50060
"1753","Michigan",2012,10,600,67710
"1754","Michigan",2012,11,739,60639
"1755","Michigan",2012,12,1568,71610
"1756","Michigan",2013,1,2632,63079
"1757","Michigan",2013,2,1900,61052
"1758","Michigan",2013,3,1881,75825
"1759","Michigan",2013,4,930,59472
"1760","Michigan",2013,5,566,47701
"1761","Michigan",2013,6,753,50152
"1762","Michigan",2013,7,522,36173
"1763","Michigan",2013,8,427,37155
"1764","Michigan",2013,9,508,35665
"1765","Michigan",2013,10,780,67902
"1766","Michigan",2013,11,1135,75839
"1767","Michigan",2013,12,1259,53533
"1768","Michigan",2014,1,1604,56183
"1769","Michigan",2014,2,1416,58625
"1770","Michigan",2014,3,1495,74998
"1771","Michigan",2014,4,698,53387
"1772","Michigan",2014,5,664,60788
"1773","Michigan",2014,6,444,43990
"1774","Michigan",2014,7,210,30278
"1775","Michigan",2014,8,274,40028
"1776","Michigan",2014,9,272,44565
"1777","Michigan",2014,10,237,66077
"1778","Michigan",2014,11,524,85218
"1779","Michigan",2014,12,1551,63251
"1780","Michigan",2015,1,1708,77251
"1781","Michigan",2015,2,755,67836
"1782","Michigan",2015,3,623,63756
"1783","Michigan",2015,4,504,63832
"1784","Michigan",2015,5,331,72759
"1785","Michigan",2015,6,93,49606
"1786","Michigan",2015,7,94,44932
"1787","Michigan",2015,8,156,63565
"1788","Michigan",2015,9,141,61142
"1789","Michigan",2015,10,733,116993
"1790","Michigan",2015,11,739,92302
"1791","Michigan",2015,12,667,85289
"1792","Michigan",2016,1,925,107530
"1793","Michigan",2016,2,1543,94206
"1794","Michigan",2016,3,2536,102382
"1795","Michigan",2016,4,1653,119179
"1796","Michigan",2016,5,692,91028
"1797","Michigan",2016,6,285,70395
"1798","Michigan",2016,7,253,79990
"1799","Michigan",2016,8,240,66485
"1800","Michigan",2016,9,343,65839
"1801","Michigan",2016,10,1228,118121
"1802","Michigan",2016,11,1466,90458
"1803","Michigan",2016,12,1734,98497
"1804","Michigan",2017,1,2018,90746
"1805","Michigan",2017,2,3962,100660
"1806","Michigan",2017,3,3218,97249
"1807","Michigan",2017,4,1976,115926
"1808","Michigan",2017,5,787,84755
"1809","Michigan",2017,6,490,71874
"1810","Michigan",2017,7,368,70438
"1811","Michigan",2017,8,259,59241
"1812","Michigan",2017,9,929,92805
"1813","Michigan",2017,10,1351,108727
"1814","Michigan",2017,11,1608,104583
"1815","Michigan",2017,12,2643,117166
"1816","Michigan",2018,1,4643,106745
"1817","Michigan",2018,2,4913,106856
"1818","Michigan",2018,3,2830,123036
"1819","Michigan",2018,4,1374,89261
"1820","Michigan",2018,5,580,83399
"1821","Michigan",2018,6,436,87197
"1822","Michigan",2018,7,206,59605
"1823","Michigan",2018,8,224,52727
"1824","Michigan",2018,9,369,39553
"1825","Minnesota",2010,10,148,25995
"1826","Minnesota",2010,11,186,22222
"1827","Minnesota",2010,12,186,21228
"1828","Minnesota",2011,1,324,21434
"1829","Minnesota",2011,2,546,19445
"1830","Minnesota",2011,3,538,19089
"1831","Minnesota",2011,4,383,23599
"1832","Minnesota",2011,5,93,14803
"1833","Minnesota",2011,6,75,12924
"1834","Minnesota",2011,7,68,15094
"1835","Minnesota",2011,8,58,10912
"1836","Minnesota",2011,9,91,10204
"1837","Minnesota",2011,10,248,22369
"1838","Minnesota",2011,11,321,20254
"1839","Minnesota",2011,12,365,21458
"1840","Minnesota",2012,1,236,15570
"1841","Minnesota",2012,2,303,17434
"1842","Minnesota",2012,3,434,20553
"1843","Minnesota",2012,4,268,17779
"1844","Minnesota",2012,5,186,14194
"1845","Minnesota",2012,6,116,17082
"1846","Minnesota",2012,7,103,14352
"1847","Minnesota",2012,8,78,14835
"1848","Minnesota",2012,9,122,22100
"1849","Minnesota",2012,10,114,18562
"1850","Minnesota",2012,11,141,18240
"1851","Minnesota",2012,12,524,22271
"1852","Minnesota",2013,1,678,17771
"1853","Minnesota",2013,2,472,18664
"1854","Minnesota",2013,3,333,21760
"1855","Minnesota",2013,4,158,17924
"1856","Minnesota",2013,5,114,17019
"1857","Minnesota",2013,6,93,17890
"1858","Minnesota",2013,7,95,14522
"1859","Minnesota",2013,8,133,19076
"1860","Minnesota",2013,9,14,12862
"1861","Minnesota",2013,10,126,19373
"1862","Minnesota",2013,11,190,22405
"1863","Minnesota",2013,12,291,17235
"1864","Minnesota",2014,1,522,17091
"1865","Minnesota",2014,2,455,19247
"1866","Minnesota",2014,3,481,24119
"1867","Minnesota",2014,4,289,18488
"1868","Minnesota",2014,5,298,21557
"1869","Minnesota",2014,6,146,15110
"1870","Minnesota",2014,7,98,13998
"1871","Minnesota",2014,8,121,17302
"1872","Minnesota",2014,9,168,15181
"1873","Minnesota",2014,10,174,21338
"1874","Minnesota",2014,11,248,24796
"1875","Minnesota",2014,12,883,18669
"1876","Minnesota",2015,1,836,22619
"1877","Minnesota",2015,2,500,21376
"1878","Minnesota",2015,3,577,19975
"1879","Minnesota",2015,4,452,20337
"1880","Minnesota",2015,5,260,21289
"1881","Minnesota",2015,6,152,17686
"1882","Minnesota",2015,7,132,17184
"1883","Minnesota",2015,8,208,22670
"1884","Minnesota",2015,9,123,20123
"1885","Minnesota",2015,10,231,27838
"1886","Minnesota",2015,11,294,20903
"1887","Minnesota",2015,12,346,20691
"1888","Minnesota",2016,1,207,25110
"1889","Minnesota",2016,2,257,14278
"1890","Minnesota",2016,3,598,20104
"1891","Minnesota",2016,4,404,24181
"1892","Minnesota",2016,5,101,10646
"1893","Minnesota",2016,6,47,8296
"1894","Minnesota",2016,7,51,10427
"1895","Minnesota",2016,8,58,7740
"1896","Minnesota",2016,9,87,9375
"1897","Minnesota",2016,10,291,23331
"1898","Minnesota",2016,11,232,27109
"1899","Minnesota",2016,12,498,31237
"1900","Minnesota",2017,1,711,24364
"1901","Minnesota",2017,2,1164,27414
"1902","Minnesota",2017,3,791,25553
"1903","Minnesota",2017,4,958,32925
"1904","Minnesota",2017,5,495,25791
"1905","Minnesota",2017,6,128,11939
"1906","Minnesota",2017,7,184,20097
"1907","Minnesota",2017,8,150,16246
"1908","Minnesota",2017,9,197,21955
"1909","Minnesota",2017,10,399,28882
"1910","Minnesota",2017,11,411,27181
"1911","Minnesota",2017,12,737,30872
"1912","Minnesota",2018,1,1373,25223
"1913","Minnesota",2018,2,1768,29157
"1914","Minnesota",2018,3,1106,30453
"1915","Minnesota",2018,4,474,23319
"1916","Minnesota",2018,5,335,22597
"1917","Minnesota",2018,6,166,23248
"1918","Minnesota",2018,7,121,19557
"1919","Minnesota",2018,8,47,9301
"1920","Minnesota",2018,9,197,17287
"1921","Mississippi",2010,10,2086,69480
"1922","Mississippi",2010,11,2749,66254
"1923","Mississippi",2010,12,5011,67171
"1924","Mississippi",2011,1,5816,82795
"1925","Mississippi",2011,2,4116,68864
"1926","Mississippi",2011,3,2392,63638
"1927","Mississippi",2011,4,2453,80453
"1928","Mississippi",2011,5,1409,61355
"1929","Mississippi",2011,6,1317,63622
"1930","Mississippi",2011,7,1246,74518
"1931","Mississippi",2011,8,1180,61870
"1932","Mississippi",2011,9,1396,60121
"1933","Mississippi",2011,10,1993,74787
"1934","Mississippi",2011,11,1747,56296
"1935","Mississippi",2011,12,2520,64561
"1936","Mississippi",2012,1,2021,63708
"1937","Mississippi",2012,2,2477,62169
"1938","Mississippi",2012,3,2908,61063
"1939","Mississippi",2012,4,1459,45908
"1940","Mississippi",2012,5,1579,47672
"1941","Mississippi",2012,6,1145,44430
"1942","Mississippi",2012,7,651,28170
"1943","Mississippi",2012,8,883,34856
"1944","Mississippi",2012,9,1239,46101
"1945","Mississippi",2012,10,2041,55534
"1946","Mississippi",2012,11,3135,50670
"1947","Mississippi",2012,12,7438,77821
"1948","Mississippi",2013,1,4572,68096
"1949","Mississippi",2013,2,3501,69399
"1950","Mississippi",2013,3,4094,82690
"1951","Mississippi",2013,4,2025,67212
"1952","Mississippi",2013,5,1493,62969
"1953","Mississippi",2013,6,1386,74712
"1954","Mississippi",2013,7,838,60853
"1955","Mississippi",2013,8,1468,73882
"1956","Mississippi",2013,9,1536,67379
"1957","Mississippi",2013,10,2185,66457
"1958","Mississippi",2013,11,4243,85073
"1959","Mississippi",2013,12,4556,66916
"1960","Mississippi",2014,1,4159,69795
"1961","Mississippi",2014,2,2529,65058
"1962","Mississippi",2014,3,2113,82532
"1963","Mississippi",2014,4,1363,62773
"1964","Mississippi",2014,5,1513,74100
"1965","Mississippi",2014,6,1042,59988
"1966","Mississippi",2014,7,878,58814
"1967","Mississippi",2014,8,1437,82423
"1968","Mississippi",2014,9,1492,65059
"1969","Mississippi",2014,10,1972,75252
"1970","Mississippi",2014,11,3436,96151
"1971","Mississippi",2014,12,7443,85640
"1972","Mississippi",2015,1,6108,98780
"1973","Mississippi",2015,2,5075,82017
"1974","Mississippi",2015,3,3813,75767
"1975","Mississippi",2015,4,2232,77654
"1976","Mississippi",2015,5,1908,87021
"1977","Mississippi",2015,6,1050,67590
"1978","Mississippi",2015,7,871,64085
"1979","Mississippi",2015,8,1191,84970
"1980","Mississippi",2015,9,1419,63927
"1981","Mississippi",2015,10,2344,97040
"1982","Mississippi",2015,11,2245,77765
"1983","Mississippi",2015,12,2498,75221
"1984","Mississippi",2016,1,2808,97940
"1985","Mississippi",2016,2,2856,78562
"1986","Mississippi",2016,3,3604,79208
"1987","Mississippi",2016,4,2989,98403
"1988","Mississippi",2016,5,1602,73756
"1989","Mississippi",2016,6,1145,71676
"1990","Mississippi",2016,7,1021,86592
"1991","Mississippi",2016,8,1159,69603
"1992","Mississippi",2016,9,1291,67910
"1993","Mississippi",2016,10,2064,94948
"1994","Mississippi",2016,11,2165,71084
"1995","Mississippi",2016,12,2982,81679
"1996","Mississippi",2017,1,2661,72877
"1997","Mississippi",2017,2,5059,81080
"1998","Mississippi",2017,3,3740,76265
"1999","Mississippi",2017,4,2572,88514
"2000","Mississippi",2017,5,1433,65167
"2001","Mississippi",2017,6,1062,62999
"2002","Mississippi",2017,7,942,73311
"2003","Mississippi",2017,8,1147,62329
"2004","Mississippi",2017,9,2011,87225
"2005","Mississippi",2017,10,1549,64043
"2006","Mississippi",2017,11,3400,69959
"2007","Mississippi",2017,12,8012,87710
"2008","Mississippi",2018,1,7770,76474
"2009","Mississippi",2018,2,6494,80928
"2010","Mississippi",2018,3,2557,84489
"2011","Mississippi",2018,4,1541,67030
"2012","Mississippi",2018,5,1226,61523
"2013","Mississippi",2018,6,1082,78573
"2014","Mississippi",2018,7,737,63772
"2015","Mississippi",2018,8,790,57706
"2016","Mississippi",2018,9,1128,58966
"2017","Missouri",2010,10,381,38271
"2018","Missouri",2010,11,385,31133
"2019","Missouri",2010,12,525,32177
"2020","Missouri",2011,1,1059,40284
"2021","Missouri",2011,2,1707,31574
"2022","Missouri",2011,3,1064,32199
"2023","Missouri",2011,4,440,32768
"2024","Missouri",2011,5,176,23344
"2025","Missouri",2011,6,14,10481
"2026","Missouri",2011,7,13,13256
"2027","Missouri",2011,8,6,11065
"2028","Missouri",2011,9,31,13627
"2029","Missouri",2011,10,290,39698
"2030","Missouri",2011,11,316,33281
"2031","Missouri",2011,12,468,37231
"2032","Missouri",2012,1,607,32448
"2033","Missouri",2012,2,1398,35494
"2034","Missouri",2012,3,1297,42412
"2035","Missouri",2012,4,234,31154
"2036","Missouri",2012,5,72,18589
"2037","Missouri",2012,6,12,15241
"2038","Missouri",2012,7,15,11720
"2039","Missouri",2012,8,13,13791
"2040","Missouri",2012,9,62,21158
"2041","Missouri",2012,10,458,35176
"2042","Missouri",2012,11,713,32052
"2043","Missouri",2012,12,1477,36410
"2044","Missouri",2013,1,1515,31848
"2045","Missouri",2013,2,1197,29807
"2046","Missouri",2013,3,705,32615
"2047","Missouri",2013,4,314,26818
"2048","Missouri",2013,5,198,25462
"2049","Missouri",2013,6,61,16746
"2050","Missouri",2013,7,4,10611
"2051","Missouri",2013,8,14,16165
"2052","Missouri",2013,9,48,13458
"2053","Missouri",2013,10,366,31299
"2054","Missouri",2013,11,454,35225
"2055","Missouri",2013,12,973,27341
"2056","Missouri",2014,1,1119,27953
"2057","Missouri",2014,2,694,29671
"2058","Missouri",2014,3,517,34279
"2059","Missouri",2014,4,286,26325
"2060","Missouri",2014,5,235,30336
"2061","Missouri",2014,6,6,10811
"2062","Missouri",2014,7,7,10958
"2063","Missouri",2014,8,19,15809
"2064","Missouri",2014,9,37,14717
"2065","Missouri",2014,10,419,33125
"2066","Missouri",2014,11,457,31060
"2067","Missouri",2014,12,1573,29260
"2068","Missouri",2015,1,1515,34527
"2069","Missouri",2015,2,834,33029
"2070","Missouri",2015,3,465,21230
"2071","Missouri",2015,4,466,28374
"2072","Missouri",2015,5,298,28139
"2073","Missouri",2015,6,23,10541
"2074","Missouri",2015,7,23,10182
"2075","Missouri",2015,8,24,14535
"2076","Missouri",2015,9,61,14046
"2077","Missouri",2015,10,446,35654
"2078","Missouri",2015,11,457,30324
"2079","Missouri",2015,12,410,27674
"2080","Missouri",2016,1,593,33465
"2081","Missouri",2016,2,653,33082
"2082","Missouri",2016,3,943,33025
"2083","Missouri",2016,4,781,40159
"2084","Missouri",2016,5,219,20443
"2085","Missouri",2016,6,56,9512
"2086","Missouri",2016,7,52,11552
"2087","Missouri",2016,8,34,11295
"2088","Missouri",2016,9,78,14796
"2089","Missouri",2016,10,343,36828
"2090","Missouri",2016,11,438,30464
"2091","Missouri",2016,12,741,32717
"2092","Missouri",2017,1,1174,26812
"2093","Missouri",2017,2,1797,31793
"2094","Missouri",2017,3,780,28711
"2095","Missouri",2017,4,518,36123
"2096","Missouri",2017,5,108,16823
"2097","Missouri",2017,6,12,14509
"2098","Missouri",2017,7,10,11686
"2099","Missouri",2017,8,6,9724
"2100","Missouri",2017,9,81,16928
"2101","Missouri",2017,10,116,17687
"2102","Missouri",2017,11,347,29125
"2103","Missouri",2017,12,915,27600
"2104","Missouri",2018,1,1460,13747
"2105","Missouri",2018,2,2531,28669
"2106","Missouri",2018,3,532,18683
"2107","Missouri",2018,4,125,12166
"2108","Missouri",2018,5,24,9133
"2109","Missouri",2018,6,20,10354
"2110","Missouri",2018,7,3,7944
"2111","Missouri",2018,8,9,9397
"2112","Missouri",2018,9,56,10117
"2113","Montana",2010,10,12,10895
"2114","Montana",2010,11,20,9519
"2115","Montana",2010,12,5,9600
"2116","Montana",2011,1,19,10573
"2117","Montana",2011,2,81,10957
"2118","Montana",2011,3,112,12638
"2119","Montana",2011,4,29,15174
"2120","Montana",2011,5,0,10407
"2121","Montana",2011,6,0,5669
"2122","Montana",2011,7,0,7375
"2123","Montana",2011,8,0,6131
"2124","Montana",2011,9,1,7443
"2125","Montana",2011,10,7,11235
"2126","Montana",2011,11,14,8502
"2127","Montana",2011,12,19,9733
"2128","Montana",2012,1,13,7636
"2129","Montana",2012,2,34,9460
"2130","Montana",2012,3,89,13024
"2131","Montana",2012,4,24,8818
"2132","Montana",2012,5,3,8780
"2133","Montana",2012,6,0,5952
"2134","Montana",2012,7,0,4887
"2135","Montana",2012,8,0,5254
"2136","Montana",2012,9,0,9385
"2137","Montana",2012,10,16,11104
"2138","Montana",2012,11,21,9776
"2139","Montana",2012,12,49,11995
"2140","Montana",2013,1,111,9291
"2141","Montana",2013,2,101,11114
"2142","Montana",2013,3,108,13795
"2143","Montana",2013,4,15,10287
"2144","Montana",2013,5,3,9314
"2145","Montana",2013,6,10,7486
"2146","Montana",2013,7,1,4269
"2147","Montana",2013,8,0,6858
"2148","Montana",2013,9,1,6460
"2149","Montana",2013,10,7,9995
"2150","Montana",2013,11,15,10476
"2151","Montana",2013,12,68,7085
"2152","Montana",2014,1,131,8776
"2153","Montana",2014,2,30,10641
"2154","Montana",2014,3,19,13990
"2155","Montana",2014,4,10,10793
"2156","Montana",2014,5,4,11464
"2157","Montana",2014,6,5,5648
"2158","Montana",2014,7,0,5216
"2159","Montana",2014,8,0,8391
"2160","Montana",2014,9,2,8568
"2161","Montana",2014,10,9,13033
"2162","Montana",2014,11,21,14909
"2163","Montana",2014,12,64,11842
"2164","Montana",2015,1,250,15062
"2165","Montana",2015,2,99,13663
"2166","Montana",2015,3,83,12715
"2167","Montana",2015,4,20,11254
"2168","Montana",2015,5,13,13312
"2169","Montana",2015,6,1,5857
"2170","Montana",2015,7,3,6693
"2171","Montana",2015,8,7,8943
"2172","Montana",2015,9,8,9417
"2173","Montana",2015,10,18,13688
"2174","Montana",2015,11,21,12933
"2175","Montana",2015,12,19,12547
"2176","Montana",2016,1,26,15903
"2177","Montana",2016,2,42,14501
"2178","Montana",2016,3,98,14598
"2179","Montana",2016,4,71,17789
"2180","Montana",2016,5,19,9317
"2181","Montana",2016,6,0,5905
"2182","Montana",2016,7,1,6780
"2183","Montana",2016,8,1,5444
"2184","Montana",2016,9,1,5573
"2185","Montana",2016,10,20,15056
"2186","Montana",2016,11,19,12378
"2187","Montana",2016,12,31,14425
"2188","Montana",2017,1,42,11631
"2189","Montana",2017,2,49,13759
"2190","Montana",2017,3,22,12744
"2191","Montana",2017,4,21,16283
"2192","Montana",2017,5,0,10829
"2193","Montana",2017,6,0,8592
"2194","Montana",2017,7,0,8891
"2195","Montana",2017,8,0,8315
"2196","Montana",2017,9,0,11268
"2197","Montana",2017,10,12,13790
"2198","Montana",2017,11,21,13016
"2199","Montana",2017,12,15,15377
"2200","Montana",2018,1,56,12596
"2201","Montana",2018,2,81,14414
"2202","Montana",2018,3,92,18104
"2203","Montana",2018,4,45,14779
"2204","Montana",2018,5,2,12887
"2205","Montana",2018,6,0,9843
