"","State","Year","Month","ILITotal","TotalPatients"
"4096","Virginia",2016,1,10008,438668
"4097","Virginia",2016,2,7738,353640
"4098","Virginia",2016,3,14204,400810
"4099","Virginia",2016,4,12262,476102
"4100","Virginia",2016,5,6956,369723
"4101","Virginia",2016,6,4974,348008
"4102","Virginia",2016,7,4097,378842
"4103","Virginia",2016,8,2772,286320
"4104","Virginia",2016,9,4069,339408
"4105","Virginia",2016,10,7311,445537
"4106","Virginia",2016,11,7465,359622
"4107","Virginia",2016,12,11834,453964
"4108","Virginia",2017,1,12042,369524
"4109","Virginia",2017,2,22554,415067
"4110","Virginia",2017,3,15589,412821
"4111","Virginia",2017,4,10827,477682
"4112","Virginia",2017,5,3497,346562
"4113","Virginia",2017,6,2813,321287
"4114","Virginia",2017,7,2258,349773
"4115","Virginia",2017,8,1606,265113
"4116","Virginia",2017,9,2763,377603
"4117","Virginia",2017,10,4912,350764
"4118","Virginia",2017,11,6758,351920
"4119","Virginia",2017,12,12766,447396
"4120","Virginia",2018,1,22379,370869
"4121","Virginia",2018,2,40939,407321
"4122","Virginia",2018,3,16909,417846
"4123","Virginia",2018,4,7419,339221
"4124","Virginia",2018,5,3938,331113
"4125","Virginia",2018,6,4127,440350
"4126","Virginia",2018,7,2484,324707
"4127","Virginia",2018,8,2193,326031
"4128","Virginia",2018,9,3481,348713
"4129","Washington",2010,10,108,12643
"4130","Washington",2010,11,129,11226
"4131","Washington",2010,12,88,10698
"4132","Washington",2011,1,160,10981
"4133","Washington",2011,2,346,10797
"4134","Washington",2011,3,329,10001
"4135","Washington",2011,4,134,12389
"4136","Washington",2011,5,37,6830
"4137","Washington",2011,6,6,2395
"4138","Washington",2011,7,0,2343
"4139","Washington",2011,8,1,3335
"4140","Washington",2011,9,6,5351
"4141","Washington",2011,10,148,33333
"4142","Washington",2011,11,190,29156
"4143","Washington",2011,12,207,33948
"4144","Washington",2012,1,185,25370
"4145","Washington",2012,2,358,30935
"4146","Washington",2012,3,464,34706
"4147","Washington",2012,4,453,28206
"4148","Washington",2012,5,265,25610
"4149","Washington",2012,6,93,24019
"4150","Washington",2012,7,50,16559
"4151","Washington",2012,8,40,15046
"4152","Washington",2012,9,65,22673
"4153","Washington",2012,10,174,29580
"4154","Washington",2012,11,263,26358
"4155","Washington",2012,12,433,33240
"4156","Washington",2013,1,712,24985
"4157","Washington",2013,2,533,27665
"4158","Washington",2013,3,295,32156
"4159","Washington",2013,4,131,25438
"4160","Washington",2013,5,78,22809
"4161","Washington",2013,6,89,23872
"4162","Washington",2013,7,49,17489
"4163","Washington",2013,8,40,22782
"4164","Washington",2013,9,46,20641
"4165","Washington",2013,10,151,28181
"4166","Washington",2013,11,154,31285
"4167","Washington",2013,12,187,20686
"4168","Washington",2014,1,432,18268
"4169","Washington",2014,2,296,18746
"4170","Washington",2014,3,148,21156
"4171","Washington",2014,4,107,16670
"4172","Washington",2014,5,89,18329
"4173","Washington",2014,6,55,12038
"4174","Washington",2014,7,27,9311
"4175","Washington",2014,8,44,12571
"4176","Washington",2014,9,56,12965
"4177","Washington",2014,10,151,18432
"4178","Washington",2014,11,144,19850
"4179","Washington",2014,12,232,15193
"4180","Washington",2015,1,704,19512
"4181","Washington",2015,2,287,18657
"4182","Washington",2015,3,177,17392
"4183","Washington",2015,4,124,17774
"4184","Washington",2015,5,89,16779
"4185","Washington",2015,6,58,11823
"4186","Washington",2015,7,31,6916
"4187","Washington",2015,8,28,13335
"4188","Washington",2015,9,44,11669
"4189","Washington",2015,10,178,27685
"4190","Washington",2015,11,74,18987
"4191","Washington",2015,12,74,17761
"4192","Washington",2016,1,188,21961
"4193","Washington",2016,2,416,22267
"4194","Washington",2016,3,277,18243
"4195","Washington",2016,4,218,24223
"4196","Washington",2016,5,59,13248
"4197","Washington",2016,6,35,10967
"4198","Washington",2016,7,29,13699
"4199","Washington",2016,8,15,12034
"4200","Washington",2016,9,19,10539
"4201","Washington",2016,10,83,24111
"4202","Washington",2016,11,89,19505
"4203","Washington",2016,12,275,21422
"4204","Washington",2017,1,526,19489
"4205","Washington",2017,2,223,19066
"4206","Washington",2017,3,103,18925
"4207","Washington",2017,4,95,23630
"4208","Washington",2017,5,50,16400
"4209","Washington",2017,6,29,10484
"4210","Washington",2017,7,21,12787
"4211","Washington",2017,8,26,11769
"4212","Washington",2017,9,78,31203
"4213","Washington",2017,10,101,31694
"4214","Washington",2017,11,203,31679
"4215","Washington",2017,12,411,28652
"4216","Washington",2018,1,1250,31620
"4217","Washington",2018,2,814,33201
"4218","Washington",2018,3,529,28023
"4219","Washington",2018,4,197,24010
"4220","Washington",2018,5,80,20557
"4221","Washington",2018,6,48,14236
"4222","Washington",2018,7,40,15555
"4223","Washington",2018,8,26,15152
"4224","Washington",2018,9,56,13069
"4225","West Virginia",2010,10,620,37972
"4226","West Virginia",2010,11,754,39472
"4227","West Virginia",2010,12,525,37208
"4228","West Virginia",2011,1,886,49921
"4229","West Virginia",2011,2,2454,53980
"4230","West Virginia",2011,3,1383,49686
"4231","West Virginia",2011,4,443,51305
"4232","West Virginia",2011,5,146,38019
"4233","West Virginia",2011,6,113,31904
"4234","West Virginia",2011,7,66,35117
"4235","West Virginia",2011,8,55,27266
"4236","West Virginia",2011,9,177,31559
"4237","West Virginia",2011,10,445,60324
"4238","West Virginia",2011,11,455,51033
"4239","West Virginia",2011,12,438,60427
"4240","West Virginia",2012,1,340,51641
"4241","West Virginia",2012,2,397,53801
"4242","West Virginia",2012,3,588,66991
"4243","West Virginia",2012,4,267,46325
"4244","West Virginia",2012,5,156,40283
"4245","West Virginia",2012,6,89,45636
"4246","West Virginia",2012,7,50,35949
"4247","West Virginia",2012,8,93,39572
"4248","West Virginia",2012,9,251,51491
"4249","West Virginia",2012,10,273,57789
"4250","West Virginia",2012,11,220,49029
"4251","West Virginia",2012,12,1470,64552
"4252","West Virginia",2013,1,2538,57712
"4253","West Virginia",2013,2,1077,55780
"4254","West Virginia",2013,3,1076,68272
"4255","West Virginia",2013,4,374,52886
"4256","West Virginia",2013,5,127,50229
"4257","West Virginia",2013,6,75,45733
"4258","West Virginia",2013,7,48,37333
"4259","West Virginia",2013,8,93,57673
"4260","West Virginia",2013,9,185,44973
"4261","West Virginia",2013,10,279,52926
"4262","West Virginia",2013,11,507,64905
"4263","West Virginia",2013,12,631,50660
"4264","West Virginia",2014,1,2001,52801
"4265","West Virginia",2014,2,1154,52360
"4266","West Virginia",2014,3,677,69707
"4267","West Virginia",2014,4,294,50844
"4268","West Virginia",2014,5,224,58892
"4269","West Virginia",2014,6,109,49235
"4270","West Virginia",2014,7,83,40514
"4271","West Virginia",2014,8,124,53171
"4272","West Virginia",2014,9,235,43987
"4273","West Virginia",2014,10,729,71816
"4274","West Virginia",2014,11,949,83949
"4275","West Virginia",2014,12,2162,63428
"4276","West Virginia",2015,1,5152,82062
"4277","West Virginia",2015,2,2295,58507
"4278","West Virginia",2015,3,827,55575
"4279","West Virginia",2015,4,743,52679
"4280","West Virginia",2015,5,593,61179
"4281","West Virginia",2015,6,228,42998
"4282","West Virginia",2015,7,145,41240
"4283","West Virginia",2015,8,191,52502
"4284","West Virginia",2015,9,280,41370
"4285","West Virginia",2015,10,888,84368
"4286","West Virginia",2015,11,905,70439
"4287","West Virginia",2015,12,997,67735
"4288","West Virginia",2016,1,1070,77738
"4289","West Virginia",2016,2,1152,61434
"4290","West Virginia",2016,3,1884,71552
"4291","West Virginia",2016,4,2071,84124
"4292","West Virginia",2016,5,777,61434
"4293","West Virginia",2016,6,352,53014
"4294","West Virginia",2016,7,306,67144
"4295","West Virginia",2016,8,367,58199
"4296","West Virginia",2016,9,614,57648
"4297","West Virginia",2016,10,852,111096
"4298","West Virginia",2016,11,624,76462
"4299","West Virginia",2016,12,1212,78559
"4300","West Virginia",2017,1,1943,87901
"4301","West Virginia",2017,2,2893,89010
"4302","West Virginia",2017,3,3065,95871
"4303","West Virginia",2017,4,1312,104841
"4304","West Virginia",2017,5,229,74089
"4305","West Virginia",2017,6,77,34016
"4306","West Virginia",2017,7,57,41897
"4307","West Virginia",2017,8,23,33894
"4308","West Virginia",2017,9,155,39815
"4309","West Virginia",2017,10,422,51013
"4310","West Virginia",2017,11,429,46212
"4311","West Virginia",2017,12,1907,61615
"4312","West Virginia",2018,1,2525,41302
"4313","West Virginia",2018,2,2415,44288
"4314","West Virginia",2018,3,919,47696
"4315","West Virginia",2018,4,639,35686
"4316","West Virginia",2018,5,253,36154
"4317","West Virginia",2018,6,62,34399
"4318","West Virginia",2018,7,47,25647
"4319","West Virginia",2018,8,28,27595
"4320","West Virginia",2018,9,62,19909
"4321","Wisconsin",2010,10,176,21326
"4322","Wisconsin",2010,11,210,19721
"4323","Wisconsin",2010,12,189,18194
"4324","Wisconsin",2011,1,228,16515
"4325","Wisconsin",2011,2,506,17607
"4326","Wisconsin",2011,3,459,16101
"4327","Wisconsin",2011,4,162,20722
"4328","Wisconsin",2011,5,50,12842
"4329","Wisconsin",2011,6,21,7612
"4330","Wisconsin",2011,7,29,10019
"4331","Wisconsin",2011,8,14,7921
"4332","Wisconsin",2011,9,38,11886
"4333","Wisconsin",2011,10,121,18998
"4334","Wisconsin",2011,11,90,13991
"4335","Wisconsin",2011,12,142,16222
"4336","Wisconsin",2012,1,138,12601
"4337","Wisconsin",2012,2,160,15478
"4338","Wisconsin",2012,3,235,18081
"4339","Wisconsin",2012,4,96,13384
"4340","Wisconsin",2012,5,48,13004
"4341","Wisconsin",2012,6,27,10392
"4342","Wisconsin",2012,7,24,8089
"4343","Wisconsin",2012,8,27,8778
"4344","Wisconsin",2012,9,56,17175
"4345","Wisconsin",2012,10,117,18920
"4346","Wisconsin",2012,11,105,16740
"4347","Wisconsin",2012,12,334,19623
"4348","Wisconsin",2013,1,483,13887
"4349","Wisconsin",2013,2,312,17175
"4350","Wisconsin",2013,3,179,20358
"4351","Wisconsin",2013,4,93,17179
"4352","Wisconsin",2013,5,29,15018
"4353","Wisconsin",2013,6,34,12657
"4354","Wisconsin",2013,7,31,9990
"4355","Wisconsin",2013,8,33,12757
"4356","Wisconsin",2013,9,56,14968
"4357","Wisconsin",2013,10,148,19333
"4358","Wisconsin",2013,11,212,20878
"4359","Wisconsin",2013,12,203,13378
"4360","Wisconsin",2014,1,242,10680
"4361","Wisconsin",2014,2,447,21562
"4362","Wisconsin",2014,3,687,31873
"4363","Wisconsin",2014,4,490,26479
"4364","Wisconsin",2014,5,484,27013
"4365","Wisconsin",2014,6,31,9617
"4366","Wisconsin",2014,7,28,8887
"4367","Wisconsin",2014,8,43,12583
"4368","Wisconsin",2014,9,93,15939
"4369","Wisconsin",2014,10,263,21179
"4370","Wisconsin",2014,11,769,35288
"4371","Wisconsin",2014,12,1190,25948
"4372","Wisconsin",2015,1,1008,29668
"4373","Wisconsin",2015,2,717,28857
"4374","Wisconsin",2015,3,733,28712
"4375","Wisconsin",2015,4,634,28177
"4376","Wisconsin",2015,5,482,25255
"4377","Wisconsin",2015,6,31,8294
"4378","Wisconsin",2015,7,23,9244
"4379","Wisconsin",2015,8,31,12089
"4380","Wisconsin",2015,9,66,13063
"4381","Wisconsin",2015,10,570,33963
"4382","Wisconsin",2015,11,434,25911
"4383","Wisconsin",2015,12,326,20712
"4384","Wisconsin",2016,1,446,26944
"4385","Wisconsin",2016,2,518,25522
"4386","Wisconsin",2016,3,725,24870
"4387","Wisconsin",2016,4,613,30337
"4388","Wisconsin",2016,5,276,17849
"4389","Wisconsin",2016,6,185,12014
"4390","Wisconsin",2016,7,21,9260
"4391","Wisconsin",2016,8,28,9223
"4392","Wisconsin",2016,9,87,12591
"4393","Wisconsin",2016,10,199,19367
"4394","Wisconsin",2016,11,167,14294
"4395","Wisconsin",2016,12,206,16358
"4396","Wisconsin",2017,1,461,20175
"4397","Wisconsin",2017,2,942,27622
"4398","Wisconsin",2017,3,611,25063
"4399","Wisconsin",2017,4,371,22972
"4400","Wisconsin",2017,5,103,11913
"4401","Wisconsin",2017,6,28,8966
"4402","Wisconsin",2017,7,21,10969
"4403","Wisconsin",2017,8,20,7804
"4404","Wisconsin",2017,9,319,25375
"4405","Wisconsin",2017,10,463,27405
"4406","Wisconsin",2017,11,352,21955
"4407","Wisconsin",2017,12,660,28713
"4408","Wisconsin",2018,1,937,21768
"4409","Wisconsin",2018,2,1209,26680
"4410","Wisconsin",2018,3,843,30558
"4411","Wisconsin",2018,4,504,24623
"4412","Wisconsin",2018,5,370,21652
"4413","Wisconsin",2018,6,157,15673
"4414","Wisconsin",2018,7,24,8930
"4415","Wisconsin",2018,8,24,9344
"4416","Wisconsin",2018,9,91,9909
"4417","Wyoming",2010,10,98,19515
"4418","Wyoming",2010,11,101,17609
"4419","Wyoming",2010,12,126,18274
"4420","Wyoming",2011,1,407,23410
"4421","Wyoming",2011,2,544,19223
"4422","Wyoming",2011,3,257,17836
"4423","Wyoming",2011,4,137,20212
"4424","Wyoming",2011,5,39,10124
"4425","Wyoming",2011,6,19,7794
"4426","Wyoming",2011,7,14,8535
"4427","Wyoming",2011,8,14,9337
"4428","Wyoming",2011,9,43,9525
"4429","Wyoming",2011,10,143,23995
"4430","Wyoming",2011,11,142,20409
"4431","Wyoming",2011,12,132,25305
"4432","Wyoming",2012,1,163,22641
"4433","Wyoming",2012,2,236,20924
"4434","Wyoming",2012,3,404,25394
"4435","Wyoming",2012,4,177,16892
"4436","Wyoming",2012,5,60,14949
"4437","Wyoming",2012,6,39,17761
"4438","Wyoming",2012,7,9,12200
"4439","Wyoming",2012,8,11,12158
"4440","Wyoming",2012,9,34,14167
"4441","Wyoming",2012,10,136,19728
"4442","Wyoming",2012,11,114,17290
"4443","Wyoming",2012,12,884,23177
"4444","Wyoming",2013,1,981,17447
"4445","Wyoming",2013,2,519,17197
"4446","Wyoming",2013,3,180,21201
"4447","Wyoming",2013,4,47,15148
"4448","Wyoming",2013,5,17,14000
"4449","Wyoming",2013,6,13,15819
"4450","Wyoming",2013,7,3,9691
"4451","Wyoming",2013,8,17,12724
"4452","Wyoming",2013,9,16,9980
"4453","Wyoming",2013,10,95,21695
"4454","Wyoming",2013,11,142,25179
"4455","Wyoming",2013,12,198,18711
"4456","Wyoming",2014,1,487,20197
"4457","Wyoming",2014,2,328,20048
"4458","Wyoming",2014,3,159,25043
"4459","Wyoming",2014,4,34,16383
"4460","Wyoming",2014,5,28,19041
"4461","Wyoming",2014,6,18,13739
"4462","Wyoming",2014,7,10,12521
"4463","Wyoming",2014,8,23,18959
"4464","Wyoming",2014,9,56,10483
"4465","Wyoming",2014,10,141,24034
"4466","Wyoming",2014,11,201,27973
"4467","Wyoming",2014,12,444,23263
"4468","Wyoming",2015,1,943,29970
"4469","Wyoming",2015,2,646,26316
"4470","Wyoming",2015,3,372,23520
"4471","Wyoming",2015,4,177,16960
"4472","Wyoming",2015,5,90,17704
"4473","Wyoming",2015,6,30,12451
"4474","Wyoming",2015,7,13,10144
"4475","Wyoming",2015,8,23,13295
"4476","Wyoming",2015,9,27,10766
"4477","Wyoming",2015,10,101,22384
"4478","Wyoming",2015,11,121,18760
"4479","Wyoming",2015,12,108,17348
"4480","Wyoming",2016,1,146,18702
"4481","Wyoming",2016,2,277,18231
"4482","Wyoming",2016,3,468,17281
"4483","Wyoming",2016,4,215,16646
"4484","Wyoming",2016,5,72,11168
"4485","Wyoming",2016,6,29,10499
"4486","Wyoming",2016,7,23,13672
"4487","Wyoming",2016,8,16,11810
"4488","Wyoming",2016,9,27,11413
"4489","Wyoming",2016,10,122,21982
"4490","Wyoming",2016,11,112,16384
"4491","Wyoming",2016,12,215,20273
"4492","Wyoming",2017,1,462,16863
"4493","Wyoming",2017,2,597,17897
"4494","Wyoming",2017,3,351,18033
"4495","Wyoming",2017,4,220,19664
"4496","Wyoming",2017,5,120,15261
"4497","Wyoming",2017,6,92,12550
"4498","Wyoming",2017,7,31,12435
"4499","Wyoming",2017,8,17,10680
"4500","Wyoming",2017,9,73,13129
"4501","Wyoming",2017,10,288,18747
"4502","Wyoming",2017,11,240,16789
"4503","Wyoming",2017,12,531,20311
"4504","Wyoming",2018,1,996,15508
"4505","Wyoming",2018,2,1210,17547
"4506","Wyoming",2018,3,837,20311
"4507","Wyoming",2018,4,178,13204
"4508","Wyoming",2018,5,61,11097
"4509","Wyoming",2018,6,86,14943
"4510","Wyoming",2018,7,70,11970
"4511","Wyoming",2018,8,62,9612
"4512","Wyoming",2018,9,51,6364
